"file","swedish","english","chinese" 
"English\Pixie_CurseIsOver.eng.mtf","Vem är Kafka?","Who's Kafka?","卡夫卡是谁？"
"English\Pixie_CurseIsOver.eng.mtf","Eh, han som har stället","Um, the guy who runs the place","呃，这个地方的主人"
"English\Pixie_CurseIsOver.eng.mtf","Kaféet alltså","The café, that is","那么咖啡馆"
"English\Pixie_CurseIsOver.eng.mtf","Skit samma!","Nevermind!","妈的都一样！"
"English\Pixie_CurseIsOver.eng.mtf","Oj, bravo","Oh, good job","哦，干得好"
"English\Pixie_CurseIsOver.eng.mtf","Tack","Thanks","谢谢"
"English\Pixie_CurseIsOver.eng.mtf","Aj då...","Uh oh...","哎哟..."
"English\Pixie_CurseIsOver.eng.mtf","Så de såg arga ut..?","So they looked angry?","所以他们看起来很生气..？"
"English\Pixie_CurseIsOver.eng.mtf","Ja, minst sagt","Yeah, to say the least","是的，至少可以说"
"English\Pixie_CurseIsOver.eng.mtf","Jag tror att du är i stor fara...","I think you might be in grave danger","我认为你正面临着巨大的危险……"
"English\Pixie_CurseIsOver.eng.mtf","Är du säker på att de letade efter Sebbe?","Wait, are you sure they looked for Sebastian?","你确定他们在找 Sebbe 吗？"
"English\Pixie_CurseIsOver.eng.mtf","Ja för FAAAN","HELL yeah","是的，适用于 FAAAN"
"English\Pixie_CurseIsOver.eng.mtf","OK, lugn lugn","OK, calm down","好的，冷静冷静"
"English\Pixie_CurseIsOver.eng.mtf","Herregud Sebastian","Oh my god Sebastian","天啊塞巴斯蒂安"
"English\Pixie_CurseIsOver.eng.mtf","Vad är det du gjort egentligen?!","What have you done, really?","你到底做了什么？！"
"English\Pixie_CurseIsOver.eng.mtf","Va?! Jag..?","What?! Me..?","啊？！我..？"
"English\Pixie_CurseIsOver.eng.mtf","JA???","YES???","是的？？？"
"English\Pixie_CurseIsOver.eng.mtf","Eh... jag var på internet","Eh... I was on the internet","呃...我在互联网上"
"English\Pixie_CurseIsOver.eng.mtf","Och?","And?","和？"
"English\Pixie_CurseIsOver.eng.mtf","Jag förstörde ministeriets stora dator","I destroyed the Ministry's huge computer","我毁掉了该部的主电脑"
"English\Pixie_CurseIsOver.eng.mtf","Det var totalt kaos","It was total chaos","完全是一片混乱"
"English\Pixie_CurseIsOver.eng.mtf","Jag fattade ingenting...","I didn't really understand anything...","我什么都没明白..."
"English\Pixie_CurseIsOver.eng.mtf","OK...","OK...","好的..."
"English\Pixie_CurseIsOver.eng.mtf","Ivan var där","Ivan was there","伊万当时也在场"
"English\Pixie_CurseIsOver.eng.mtf","OK...","OK...","好的..."
"English\Pixie_CurseIsOver.eng.mtf","Jag förstörde lite grejer","I destroyed some stuff","我弄乱了一些东西"
"English\Pixie_CurseIsOver.eng.mtf","Jaha.. vadå?","OK... what?","是啊..什么？"
"English\Pixie_CurseIsOver.eng.mtf","Ministeriets 'hjärta'","The Ministry 'heart'","部委的“心脏”"
"English\Pixie_CurseIsOver.eng.mtf","Jag tror att det var Monads dator...","I think it was Monad's computer","我认为这是 Monad 的电脑......"
"English\Pixie_CurseIsOver.eng.mtf","Jag pajade Monads dator","I destroyed Monad's computer","我黑了莫纳德的电脑"
"English\Pixie_CurseIsOver.eng.mtf","Den stora, på internet...","The big one, on the internet...","互联网上的大事……"
"English\Pixie_CurseIsOver.eng.mtf","SHIIIIIITT","SHIIIIIITT","希伊特"
"English\Pixie_CurseIsOver.eng.mtf","FAN VA COOLT SEBBE!","THAT'S SO FRIGGING COOL SEB!","该死的酷塞贝！"
"English\Pixie_CurseIsOver.eng.mtf","Men helvete vad illa ute du är nu","But damn, you're in trouble now","但该死的，你现在有多糟糕"
"English\Pixie_CurseIsOver.eng.mtf","De kommer att förgöra dig","They will destroy you","他们会毁了你"
"English\Pixie_CurseIsOver.eng.mtf","HELVETE VAD SKA VI TA OSS TILL?!?!?!","FUCK WHAT ARE WE GOING TO DO?!?!?!?!","我们到底要去做什么？！？！？！"
"English\Pixie_CurseIsOver.eng.mtf","Vi kanske kan gömma honom här?","Perhaps we could hide him here?","也许我们可以把他藏在这里？"
"English\Pixie_CurseIsOver.eng.mtf","De kommer hitta honom","They will find him","他们会找到他"
"English\Pixie_CurseIsOver.eng.mtf","Tids nog","Eventually","及时"
"English\Pixie_CurseIsOver.eng.mtf","Sant...","True...","真的..."
"English\Pixie_CurseIsOver.eng.mtf","Du är inte säker i Dorisburg","You're not safe in Dorisburg","你在多里斯堡不安全"
"English\Pixie_CurseIsOver.eng.mtf","Va, varför det?","What, why not?","呃，为什么呢？"
"English\Pixie_CurseIsOver.eng.mtf","Jo..?!","Oh, come on","是的..？！"
"English\Pixie_CurseIsOver.eng.mtf","Inte?","Not?","不是？"
"English\Pixie_CurseIsOver.eng.mtf","Inte en chans","No way","没有机会"
"English\Pixie_CurseIsOver.eng.mtf","Jag tror du måste sticka till båten!","I think you need to get on the ship!","我认为你必须坚持在船上！"
"English\Pixie_CurseIsOver.eng.mtf","Kom med en gång","Come on, let's go","赶紧来吧"
"English\Pixie_CurseIsOver.eng.mtf","Jag vill inte","I don't want to","我不想"
"English\Pixie_CurseIsOver.eng.mtf","Nej...","No...","不..."
"English\Pixie_CurseIsOver.eng.mtf","Jag kan klara mig mot de där töntarna","I can fight those nerds","我能应付那些混蛋"
"English\Pixie_CurseIsOver.eng.mtf","Tror du verkligen det?","You really think so?","你真的相信那个吗？"
"English\Pixie_CurseIsOver.eng.mtf","Vet du var Monad är?","Do you know where Monad is?","你知道莫纳德在哪里吗？"
"English\Pixie_CurseIsOver.eng.mtf","Njae...","Nah...","出色地..."
"English\Pixie_CurseIsOver.eng.mtf","Eh, jag kanske kan ta reda på det","Um, I might be able to figure it out","呃，也许我能弄清楚"
"English\Pixie_CurseIsOver.eng.mtf","Typ","Kinda","类型"
"English\Pixie_CurseIsOver.eng.mtf","Jag vågar inte tänka på vad hon kommer göra med dig","I don't even dare to think about what she will do to you","我不敢想她会对你做什么"
"English\Pixie_CurseIsOver.eng.mtf","Fan Sebbe, snälla... ","Damn it Seb, please...","该死的塞贝，拜托..."
"English\Pixie_CurseIsOver.eng.mtf","Försök fly innan det är för sent","Try to leave before it's too late","在为时已晚之前尝试逃跑"
"English\Pixie_CurseIsOver.eng.mtf","Jag vill inte sticka!","I don't want to go!","我不想编织！"
"English\Pixie_CurseIsOver.eng.mtf","Alltså, du verkar ha gjort något alldeles amazing","Hey, you seem to have done something totally amazing","所以，你似乎做了一些非常了不起的事情"
"English\Pixie_CurseIsOver.eng.mtf","Men du kommer ju bli dödad!","But you will be killed!","但你会被杀！"
"English\Pixie_CurseIsOver.eng.mtf","Ivan, du måste stanna här","Ivan, you have to stay here","伊万，你必须留在这里"
"English\Pixie_CurseIsOver.eng.mtf","Lova att inte gå någonstans","Promise me not to go anywhere","保证哪儿也不去"
"English\Pixie_CurseIsOver.eng.mtf","Följ mig","Follow me","跟我来"
"English\Pixie_CurseIsOver.eng.mtf","AAAHHH, vad ska vi göra?","AAAHHH, what should we do?","啊啊啊啊，我们要做什么？"
"English\Pixie_CurseIsOver.eng.mtf","Vågar vi kolla in Plaza..?","You think it's safe to check out Plaza..?","我们敢去广场看看吗？"
"English\Pixie_CurseIsOver.eng.mtf","Vi hinner inte springa hela vägen, de kommer att hinna ifatt oss","We can't run the whole way, they will find us","我们没时间一路跑，他们会追上我们的"
"English\Pixie_CurseIsOver.eng.mtf","Jag hackar den här så kan vi ta oss till båten snabbare","I'll hack this so we can get to the boat faster","我会破解这个以便我们可以更快地到达船"
"English\Pixie_CurseIsOver.eng.mtf","Kom efter mig!","Come after me!","来追我吧！"
"English\Pixie_CurseIsOver.eng.mtf","Det här är verkligen sorgligt","This is really sad","这实在是令人难过"
"English\Pixie_CurseIsOver.eng.mtf","Jag kommer att sakna dig!","I'll miss you!","我会想念你！"
"English\Pixie_CurseIsOver.eng.mtf","Lova att skriva ett kort när du kommit hem","Promise to send me a postcard once you've got back home","答应回家后写一张卡片"
"English\Pixie_CurseIsOver.eng.mtf","Jag hoppas att ministeriet inte hittar dig...","I hope the ministry doesn't find you...","我希望魔法部没有找到你……"
"English\Pixie_CurseIsOver.eng.mtf","Båten ligger inne","The ship is here","船在里面"
"English\Pixie_CurseIsOver.eng.mtf","Du måste åka med den Sebastian!","You have to get on it, Sebastian!","你必须和那个塞巴斯蒂安一起去！"
"English\Pixie_CurseIsOver.eng.mtf","Men jag vill inte","But I don't want to","但我不想"
"English\Pixie_CurseIsOver.eng.mtf","Men jag har inte hunnit säga hej då till någon","But I haven't had the time to say goodbye to anyone","但我还没来得及和任何人说再见"
"English\Pixie_CurseIsOver.eng.mtf","Ministeriet är efter dig, vem vet vad som händer om de fångar dig?!","The ministry is after you, who knows what will happen if they catch you?!","魔法部正在追捕你，谁知道如果他们抓住你会发生什么？！"
"English\Pixie_CurseIsOver.eng.mtf","Hej då Pixie","Goodbye Pixie","再见小精灵"
"English\Pixie_CurseIsOver.eng.mtf","Hej då Sebastian","Goodbye Sebastian","你好塞巴斯蒂安"
"English\Pixie_CurseIsOver.eng.mtf","Jag går på båten nu då...","I'll board now, then...","那我现在就上船了..."
"English\Pixie_CurseIsOver.eng.mtf","Ja...","Yeah...","是的..."
"English\Pixie_CurseIsOver.eng.mtf","Men det är så mycket vi inte hunnit göra","But there's so much we haven't had the chance to do yet","但还有很多事情我们没有时间去做"
"English\Pixie_CurseIsOver.eng.mtf","Vad händer nu?","What happens now?","现在会发生什么？"
"English\Pixie_CurseIsOver.eng.mtf","Vi behöver mer tid","We need more time","我们需要更多时间"
"English\Pixie_CurseIsOver.eng.mtf","Pixie...","Pixie...","小精灵..."
"English\Pixie_CurseIsOver.eng.mtf","Tack för allt du har gjort","Thank you for everything, all you've done","感谢你所做的一切"
"English\Pixie_CurseIsOver.eng.mtf","Farväl","Farewell","告别"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Sebastian!!!","Sebastian!!!","塞巴斯蒂安！！！"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Hur gick det?","How did it go?","进展如何？"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Helt enligt planen, vill du ha filerna nu?","According to plan, do you want the files now?","一切如期进行，您现在想要文件吗？"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Ja, hemskt gärna","Yes please, very much so","是的，我很乐意"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Jodå...","Well...","是的..."
"English\Pixie_DidYouStealTheFiles.eng.mtf","Fick du tag på dem?!","Did you get the files?","你抓住他们了吗？"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Jepp!","Yup!","是的！"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Nej, tyvärr","No, sorry","不抱歉"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Det gick bra!","It went well!","进展顺利！"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Fan vad bra!","Fuckin' A!","该死的太棒了！"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Har du med dig några disketter?","So do you have any floppies with you?","你有软盘吗？"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Ja, du kan få dem nu om du vill?","Yeah, you can have them now if you want?","是的，如果你想要的话，现在就可以得到它们吗？"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Javisst","Sure","当然"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Nej... jag tappade bort dem","No... I lost them","不...我把它们弄丢了"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Du gjorde vadå sa du???!","You did what???!","你说了什么就做了什么？？？！"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Det gick helt åt skogen","It all went straight to hell","完全错了"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Va?! Vad hände?","What?! What happened?","啊？！发生了什么？"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Vet inte...","I don't know...","不知道..."
"English\Pixie_DidYouStealTheFiles.eng.mtf","Jag vill inte prata om det","I don't want to talk about it","我不想谈论它"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Jag hittade inte några disketter","I didn't find any floppies","我没有找到任何磁盘"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Den här kan väl inte ha några filer på sig?","This can't have any files on it, can it?","这个里面不能有任何文件吧？"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Hmm, verkar ha glömt att ta med filerna...","Hmm, I seem to have forgotten to bring the files","嗯，好像忘记包含文件了......"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Jag hittar inte filerna","I can't find the files","我找不到文件"
"English\Pixie_DidYouStealTheFiles.eng.mtf","En sekund...","One sec...","一秒..."
"English\Pixie_DidYouStealTheFiles.eng.mtf","Va?!","What?!","啊？！"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Jag ska försöka hitta dem...","I'll try to find them...","我会尽力找到他们..."
"English\Pixie_DidYouStealTheFiles.eng.mtf","Ja, gör det","Yes, do that","做吧"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Jag har tappat bort dem","I've lost them","我已经失去了他们"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Fantastiskt!","Great!","极好的！"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Tack!","Thanks!","谢谢！"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Jag har faktiskt några fler här...","I actually have a few more here...","其实我这里还有一些……"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Wow!","Wow!","哇！"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Du kanske kan lägga dem vid mitt skrivbord?","Perhaps you could put them on my desk?","也许你可以把它们放在我的桌子旁边？"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Jag har händerna fulla här","I've got my hands full","我在这里忙得不可开交"
"English\Pixie_DidYouStealTheFiles.eng.mtf","OK då","OK","好吧"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Javisst!","Sure!","当然！"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Men grymt alltså","But that's really cool","但残酷"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Hur gjorde du?","So how'd you do it?","你怎么做的？"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Lång historia...","Long story...","悠久的历史..."
"English\Pixie_DidYouStealTheFiles.eng.mtf","Haha ok","Haha, OK","哈哈好吧"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Följde väl planen mer eller mindre","Kinda followed the plan, more or less","或多或少遵循了计划"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Ok verkligen? Vad bra!","Oh really? That's great!","真的好吗？多好！"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Det var inte bra det här","This is no good","这不太好"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Du måste skärpa dig Sebastian, annars kommer Yulian bli arg","You need to get your act together Sebastian, or Yulian'll get on your case","你必须让塞巴斯蒂安坚强起来，否则尤连会生气"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Jag vet att det är svårt så här i början","I know that it's hard in the beginning","我知道一开始是很难的"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Ja, jag gjorde mitt bästa!","Yeah, I did my best!","是的，我尽力了！"
"English\Pixie_DidYouStealTheFiles.eng.mtf","Det är bra","That's good","这很好"
